No, DescripcionColonia,ClaveDelegacion,DescripcionDelegacion,CodigoPostal
1,ACUEDUCTO,CH,CENTRO HISTORICO,76020
2,ALAMEDA,CH,CENTRO HISTORICO,76040
3,ALAMOS 1A. SECCION,CH,CENTRO HISTORICO,76160
4,ALAMOS 2DA SECCION,CH,CENTRO HISTORICO,76160
5,ALAMOS 3A. SECCION,CH,CENTRO HISTORICO,76160
6,AMPLIACION CIMATARIO                              ,CH,CENTRO HISTORICO,
7,ANDALUCIA SECC. CORDOBA,CH,CENTRO HISTORICO,76040
8,ANDALUCIA SECC. GRANADA,CH,CENTRO HISTORICO,76040
9,ARAGON,CH,CENTRO HISTORICO,76040
10,ARBOLEDAS DEL RIO,CH,CENTRO HISTORICO,76027
11,ARQUITOS,CH,CENTRO HISTORICO,76048
12,ASALIAS,CH,CENTRO HISTORICO,76150
13,BALCON CAMPESTRE,CH,CENTRO HISTORICO,76159
14,BARRIO DE LA CRUZ,CH,CENTRO HISTORICO,
15,BARRIO EL TEPETATE                     ,CH,CENTRO HISTORICO,
16,BARRIO SANTA CATARINA                             ,CH,CENTRO HISTORICO,
17,BARRIO SANTA ROSA                                 ,CH,CENTRO HISTORICO,
18,BOSQUES,CH,CENTRO HISTORICO,
19,BOSQUES DEL ACUEDUCTO,CH,CENTRO HISTORICO,76020
20,CARRETAS,CH,CENTRO HISTORICO,76050
21,CASA BLANCA                                       ,CH,CENTRO HISTORICO,76030
22,CENTRO,CH,CENTRO HISTORICO,76000
23,CENTRO UNIVERSITARIO,CH,CENTRO HISTORICO,
24,CIMATARIO,CH,CENTRO HISTORICO,76030
25,CLAUSTROS DEL PARQUE,CH,CENTRO HISTORICO,76168
26,COND. MEGA PLAZA CORREGIDORA,CH,CENTRO HISTORICO,
27,COND. RESIDENCIAL VIVEROS,CH,CENTRO HISTORICO,
28,CONDOMINIO FELIPE ANGELES,CH,CENTRO HISTORICO,
29,CONDOMINIO LA CRUZ,CH,CENTRO HISTORICO,76020
30,CONDOMINIO LOS ANGELES,CH,CENTRO HISTORICO,76150
31,CONDOMINIO LOS CLAUSTROS                          ,CH,CENTRO HISTORICO,
32,CONDOMINIO RINCONADA DE LOS PIRULES,CH,CENTRO HISTORICO,
33,CONDOMINIOS SAN ROQUE,CH,CENTRO HISTORICO,76150
34,CONJ HABTNAL SAN ROQUE QRO,CH,CENTRO HISTORICO,
35,CONJUNTO GEMINIS,CH,CENTRO HISTORICO,76150
36,CONJUNTO HABITACIONAL UNIVERSIDAD,CH,CENTRO HISTORICO,
37,CONJUNTO MARGARITAS,CH,CENTRO HISTORICO,
38,CONJUNTO PARQUES,CH,CENTRO HISTORICO,76158
39,CONJUNTO QUERETARO,CH,CENTRO HISTORICO,
40,CONSTITUYENTES 1917                               ,CH,CENTRO HISTORICO,
41,CONSTITUYENTES DE 1824,CH,CENTRO HISTORICO,76156
42,CONSTITUYENTES FOVISSSTE,CH,CENTRO HISTORICO,76150
43,DEL PRADO,CH,CENTRO HISTORICO,76030
44,DEPARTAMENTAL PARQUES,CH,CENTRO HISTORICO,
45,DESARROLLO LA MONTANA 2000 SECCION III,CH,CENTRO HISTORICO,
46,DILIGENCIAS,CH,CENTRO HISTORICO,76020
47,EL CARRIZAL,CH,CENTRO HISTORICO,76030
48,EL CERRITO,CH,CENTRO HISTORICO,76160
49,EL LAUREL,CH,CENTRO HISTORICO,76046
50,EL MARQUES,CH,CENTRO HISTORICO,76047
51,EL PORVENIR,CH,CENTRO HISTORICO,76158
52,EL RETABLO,CH,CENTRO HISTORICO,76154
53,EL TEPETATE,CH,CENTRO HISTORICO,76160
54,ESPANA,CH,CENTRO HISTORICO,76158
55,ESTIO,CH,CENTRO HISTORICO,76150
56,ESTRELLA,CH,CENTRO HISTORICO,76030
57,EUCALIPTOS,CH,CENTRO HISTORICO,76156
58,FRACCIONAMIENTO EL PRADO,CH,CENTRO HISTORICO,
59,FRACCIONAMIENTO INDUSTRIAL LA MONTANA,CH,CENTRO HISTORICO,
60,FRACCIONAMIENTO ROMY,CH,CENTRO HISTORICO,
61,GOYENE,CH,CENTRO HISTORICO,76026
62,GUADALUPE VICTORIA,CH,CENTRO HISTORICO,76165
63,HIDALGO,CH,CENTRO HISTORICO,76057
64,I.M.S.S.,CH,CENTRO HISTORICO,
65,INDECO LA POPULAR,CH,CENTRO HISTORICO,76150
66,INDUSTRIA DEL HIERRO,CH,CENTRO HISTORICO,
67,JACARANDAS,CH,CENTRO HISTORICO,76168
68,JARDINES DE QUERETARO,CH,CENTRO HISTORICO,76020
69,JUAN CABALLERO Y OSIO,CH,CENTRO HISTORICO,76046
70,LA CIMA SAN PABLO,CH,CENTRO HISTORICO,76159
71,LA CRUZ,CH,CENTRO HISTORICO,76020
72,LA ERA,CH,CENTRO HISTORICO,76150
73,LA ESTACION F.F.C.C.,CH,CENTRO HISTORICO,
74,LA FLORIDA,CH,CENTRO HISTORICO,76150
75,LA PASTORA,CH,CENTRO HISTORICO,76025
76,LA PIEDAD,CH,CENTRO HISTORICO,76150
77,LA POPULAR,CH,CENTRO HISTORICO,76150
78,LA TRINIDAD,CH,CENTRO HISTORICO,76166
79,LAS BRUJAS,CH,CENTRO HISTORICO,76160
80,LAS CAMPANAS                      ,CH,CENTRO HISTORICO,
81,LAS FUENTES,CH,CENTRO HISTORICO,76030
82,LAS GEMAS,CH,CENTRO HISTORICO,76168
83,LAS HADAS,CH,CENTRO HISTORICO,76160
84,LAS MARGARITAS,CH,CENTRO HISTORICO,76165
85,LAS MISIONES,CH,CENTRO HISTORICO,76030
86,LAS PALMAS,CH,CENTRO HISTORICO,76040
87,LAS PENAS,CH,CENTRO HISTORICO,76158
88,LAS PENITAS,CH,CENTRO HISTORICO,76158
89,LAS ROSAS,CH,CENTRO HISTORICO,76164
90,LINDA VISTA,CH,CENTRO HISTORICO,76168
91,LOMA BONITA ,CH,CENTRO HISTORICO,76049
92,LOMAS DE LINDA VISTA,CH,CENTRO HISTORICO,
93,LOS ALCANFORES,CH,CENTRO HISTORICO,76150
94,LOS ALCANFORES SECC. NORTE,CH,CENTRO HISTORICO,76156
95,LOS ALCANFORES SECC. SUR,CH,CENTRO HISTORICO,76156
96,LOS ARCOS                         ,CH,CENTRO HISTORICO,
97,LOS CEDROS,CH,CENTRO HISTORICO,76165
98,LOS CLAUSTROS,CH,CENTRO HISTORICO,76165
99,LOS FAROLES,CH,CENTRO HISTORICO,76158
100,LOS FRESNOS,CH,CENTRO HISTORICO,76150
101,LOS GIRASOLES 1RA,CH,CENTRO HISTORICO,76159
102,LOS GIRASOLES 2DA,CH,CENTRO HISTORICO,76159
103,LOS MOLINOS 1RA,CH,CENTRO HISTORICO,76150
104,LOS MOLINOS 2DA,CH,CENTRO HISTORICO,76150
105,MARIANO DE LAS CASAS,CH,CENTRO HISTORICO,76037
106,MARIANO ESCOBEDO,CH,CENTRO HISTORICO,
107,MERCURIO,CH,CENTRO HISTORICO,76040
108,MODERNA,CH,CENTRO HISTORICO,76030
109,MOLINOS DE LA ERA,CH,CENTRO HISTORICO,76150
110,NACOZARI,CH,CENTRO HISTORICO,
111,NINOS HEROES,CH,CENTRO HISTORICO,76010
112,OBSERVATORIO,CH,CENTRO HISTORICO,76040
113,OBSERVATORIO 2DA,CH,CENTRO HISTORICO,76040
114,PALENQUE,CH,CENTRO HISTORICO,
115,PANAMERICANO,CH,CENTRO HISTORICO,76040
116,PANORAMICO,CH,CENTRO HISTORICO,76046
117,PARQUES DEL ALAMO,CH,CENTRO HISTORICO,76160
118,PARQUES INDUSTRIALES,CH,CENTRO HISTORICO,
119,PARQUES RESIDENCIALES DE QUERETARO,CH,CENTRO HISTORICO,
120,PATHE,CH,CENTRO HISTORICO,76020
121,PIPILA,CH,CENTRO HISTORICO,76150
122,PRADOS DEL TECNOLOGICO,CH,CENTRO HISTORICO,76158
123,PRIMAVERA,CH,CENTRO HISTORICO,76156
124,PRIMERA DE HIDALGO,CH,CENTRO HISTORICO,
125,QUINTA LA LABORCILLA,CH,CENTRO HISTORICO,76168
126,QUINTAS DEL MARQUES,CH,CENTRO HISTORICO,76047
127,REAL DEL PARQUE,CH,CENTRO HISTORICO,76158
128,REAL JURICA,CH,CENTRO HISTORICO,
129,RESIDENCIAL BOSQUES,CH,CENTRO HISTORICO,76168
130,RESIDENCIAL BUGAMBILIAS,CH,CENTRO HISTORICO,76159
131,RESIDENCIAL LOS FRESNOS,CH,CENTRO HISTORICO,
132,RESIDENCIAL SAN ROQUE,CH,CENTRO HISTORICO,76150
133,RESIDENCIAL TECNOLOGICO,CH,CENTRO HISTORICO,76150
134,RINCON DE FRAY JUAN DE SAN MIG,CH,CENTRO HISTORICO,
135,RINCONADA DE FRAY JUAN,CH,CENTRO HISTORICO,76036
136,RINCONADA DE LOS ALAMOS,CH,CENTRO HISTORICO,76160
137,RINCONADA JACARANDAS,CH,CENTRO HISTORICO,76168
138,RINCONADA LOS PIRULES,CH,CENTRO HISTORICO,76150
139,RINCONADA MORELOS,CH,CENTRO HISTORICO,
140,RINCONADA SAN ANDRES,CH,CENTRO HISTORICO,76005
141,RINCONADA SAN JOAQUIN,CH,CENTRO HISTORICO,76159
142,RINCONADA SAN JOSE ,CH,CENTRO HISTORICO,
143,SAN ANGEL,CH,CENTRO HISTORICO,76030
144,SAN FRANCISQUITO,CH,CENTRO HISTORICO,76058
145,SAN GREGORIO,CH,CENTRO HISTORICO,76156
146,SAN JAVIER,CH,CENTRO HISTORICO,76020
147,SAN JOAQUIN (SAN PABLO) QRO,CH,CENTRO HISTORICO,
148,SAN JOSE DE LA MONTANA,CH,CENTRO HISTORICO,76027
149,SAN JOSE INN,CH,CENTRO HISTORICO,76027
150,SAN PABLO MIRADOR,CH,CENTRO HISTORICO,76159
151,SAN PABLO TECNOLOGICO,CH,CENTRO HISTORICO,76150
152,SAN ROQUE,CH,CENTRO HISTORICO,76150
153,SAN SEBASTIAN,CH,CENTRO HISTORICO,76165
154,SANTA CATARINA,CH,CENTRO HISTORICO,76157
155,TEC 2000,CH,CENTRO HISTORICO,
156,TECNOLOGICO,CH,CENTRO HISTORICO,76158
157,TRES GUERRAS,CH,CENTRO HISTORICO,76020
158,UNID. HABIT. HEROES NACOZARI,CH,CENTRO HISTORICO,76164
159,UNIDAD HABITACIONAL CONSTITUYENTES DE 1824,CH,CENTRO HISTORICO,76156
160,UNIDAD HABITACIONAL SAN ROQUE,CH,CENTRO HISTORICO,76150
161,UNIVERSIDAD,CH,CENTRO HISTORICO,76028
162,VALLE ALAMEDA,CH,CENTRO HISTORICO,76040
163,VICENTE GUERRERO,CH,CENTRO HISTORICO,
164,VILLAN DE SAN JOAQUIN,CH,CENTRO HISTORICO,
165,VILLAS DEL REFUGIO,CH,CENTRO HISTORICO,76030
166,VILLAS DEL SOL 1RA,CH,CENTRO HISTORICO,76046
167,VILLAS DEL SOL 2DA,CH,CENTRO HISTORICO,76046
168,VILLAS DEL SOL 3RA,CH,CENTRO HISTORICO,76046
169,VILLAS DEL SUR,CH,CENTRO HISTORICO,76040
170,VILLAS LAS ARBOLEADAS,CH,CENTRO HISTORICO,76178
171,VILLAS TECNOLOGICO,CH,CENTRO HISTORICO,
172,VIVEROS QUERETARO,CH,CENTRO HISTORICO,76155
173,CONDESA,CH,CENTRO HISTORICO,
174,CONDOMINIO INDUSTRIAL EL FENIX,CH,CENTRO HISTORICO,
175,PATIO EL FERROCARRIL,CH,CENTRO HISTORICO,
176,RESIDENCIAL SANTA ANITA,CH,CENTRO HISTORICO,
177,RINCON SAN ANTONIO,CH,CENTRO HISTORICO,
178,SAN PABLO,CH,CENTRO HISTORICO,
179,12 DE DICIEMBRE,EPG,EPIGMENIO GONZALEZ FLORES,76148
180,1RO. DE JUNIO,EPG,EPIGMENIO GONZALEZ FLORES,76147
181,5 HALCONES,EPG,EPIGMENIO GONZALEZ FLORES,76147
182,ALAMEDA,EPG,EPIGMENIO GONZALEZ FLORES,76148
183,ALTA VISTA ,EPG,EPIGMENIO GONZALEZ FLORES,
184,ALTOS DE SAN PABLO,EPG,EPIGMENIO GONZALEZ FLORES,76121
185,ALTOS DEL PEDREGAL,EPG,EPIGMENIO GONZALEZ FLORES,
186,ALTOS DEL SALITRE,EPG,EPIGMENIO GONZALEZ FLORES,76127
187,ALTOZANO EL NUEVO QUERETARO                       ,EPG,EPIGMENIO GONZALEZ FLORES,76237
188,AMALIA SOLORZANO,EPG,EPIGMENIO GONZALEZ FLORES,76148
189,AMOLES,EPG,EPIGMENIO GONZALEZ FLORES,
190,AMPLIACION AMALIA SOLORZANO,EPG,EPIGMENIO GONZALEZ FLORES,76148
191,AMPLIACION BOSQUES DE LA HACIENDA,EPG,EPIGMENIO GONZALEZ FLORES,76147
192,AMPLIACION EL OASIS,EPG,EPIGMENIO GONZALEZ FLORES,
193,AMPLIACION EL REFUGIO,EPG,EPIGMENIO GONZALEZ FLORES,
194,AMPLIACION SALITRE,EPG,EPIGMENIO GONZALEZ FLORES,
195,ANEXO ECOLOGICA,EPG,EPIGMENIO GONZALEZ FLORES,76148
196,ANTORCHISTAS,EPG,EPIGMENIO GONZALEZ FLORES,76147
197,ARBOLEDAS,EPG,EPIGMENIO GONZALEZ FLORES,76140
198,ARBOLEDAS DEL PARQUE,EPG,EPIGMENIO GONZALEZ FLORES,76140
199,ARCANGEL (SAN JOSE EL ALTO),EPG,EPIGMENIO GONZALEZ FLORES,
200,ARCE,EPG,EPIGMENIO GONZALEZ FLORES,
201,ASAMBLEA AMERICA,EPG,EPIGMENIO GONZALEZ FLORES,
202,ASOCIACION SIGLO 2000,EPG,EPIGMENIO GONZALEZ FLORES,
203,ASOCIACION SIGLO XXI,EPG,EPIGMENIO GONZALEZ FLORES,
204,BALCONES DE BELEN,EPG,EPIGMENIO GONZALEZ FLORES,76147
205,BALCONES DE SAN PABLO,EPG,EPIGMENIO GONZALEZ FLORES,76144
206,BALCONES DE SAN PABLO II,EPG,EPIGMENIO GONZALEZ FLORES,76144
207,BARRIO LOMAS DE MENCHACA,EPG,EPIGMENIO GONZALEZ FLORES,
208,BELEN,EPG,EPIGMENIO GONZALEZ FLORES,
209,BELLA VISTA,EPG,EPIGMENIO GONZALEZ FLORES,
210,BELLAVISTA SAN PABLO,EPG,EPIGMENIO GONZALEZ FLORES,76125
211,BOSQUES DE BELLAVISTA I ,EPG,EPIGMENIO GONZALEZ FLORES,76147
212,BOSQUES DE BELLAVISTA II,EPG,EPIGMENIO GONZALEZ FLORES,76147
213,BOSQUES DE ITURBIDE,EPG,EPIGMENIO GONZALEZ FLORES,76147
214,BOSQUES DE LA HACIENDA,EPG,EPIGMENIO GONZALEZ FLORES,76148
215,BOSQUES DE LA HACIENDA SECCION 1                  ,EPG,EPIGMENIO GONZALEZ FLORES,76148
216,BOSQUES DE LA HACIENDA SECCION 2                  ,EPG,EPIGMENIO GONZALEZ FLORES,76148
217,BOSQUES DE SAN PABLO,EPG,EPIGMENIO GONZALEZ FLORES,76147
218,BUENOS AIRES,EPG,EPIGMENIO GONZALEZ FLORES,76147
219,CARLOS MARIA BUSTAMANTE,EPG,EPIGMENIO GONZALEZ FLORES,76147
220,CEDROS,EPG,EPIGMENIO GONZALEZ FLORES,76148
221,CENTRO NORTE,EPG,EPIGMENIO GONZALEZ FLORES,76148
222,CHELITO,EPG,EPIGMENIO GONZALEZ FLORES,
223,COLINAS DE MENCHACA,EPG,EPIGMENIO GONZALEZ FLORES,76147
224,COLINAS DE MENCHACA II,EPG,EPIGMENIO GONZALEZ FLORES,76147
225,COLINAS DE SAN PABLO,EPG,EPIGMENIO GONZALEZ FLORES,76148
226,COLINAS DEL LAGO,EPG,EPIGMENIO GONZALEZ FLORES,
227,COLINAS DEL MENCHACA III,EPG,EPIGMENIO GONZALEZ FLORES,76147
228,COLINAS DEL PEDREGAL,EPG,EPIGMENIO GONZALEZ FLORES,76147
229,COND BELLAVISTA SAN PABLO QRO,EPG,EPIGMENIO GONZALEZ FLORES,
230,COND RESIDENCIAL VIVA QRO,EPG,EPIGMENIO GONZALEZ FLORES,
231,COND RINCNADA DEL PACIFICO QRO,EPG,EPIGMENIO GONZALEZ FLORES,
232,COND. CUMBRES DE SANTIAGO,EPG,EPIGMENIO GONZALEZ FLORES,
233,COND.ALCATRACES,EPG,EPIGMENIO GONZALEZ FLORES,76140
234,CONDESA PALMAS,EPG,EPIGMENIO GONZALEZ FLORES,
235,CONDOMINIO ASAHI,EPG,EPIGMENIO GONZALEZ FLORES,
236,CONDOMINIO LAS BUGAMBILIAS,EPG,EPIGMENIO GONZALEZ FLORES,
237,CONDOMINIO LAS PALOMAS,EPG,EPIGMENIO GONZALEZ FLORES,
238,CONDOMINIO LOS NARANJOS,EPG,EPIGMENIO GONZALEZ FLORES,
239,CONDOMINIO MEDEA,EPG,EPIGMENIO GONZALEZ FLORES,
240,CONDOMINIO ORION,EPG,EPIGMENIO GONZALEZ FLORES,76148
241,CONDOMINIO PLAZA DEL PARQUE,EPG,EPIGMENIO GONZALEZ FLORES,76148
242,CONDOMINIO PRIVADA CUESTA AZUL,EPG,EPIGMENIO GONZALEZ FLORES,
243,CONDOMINIO RIVERA,EPG,EPIGMENIO GONZALEZ FLORES,
244,CONDOMINIO TAMAYO,EPG,EPIGMENIO GONZALEZ FLORES,
245,CONDOMINIO TULIPANES,EPG,EPIGMENIO GONZALEZ FLORES,
246,CONDOMINIO YATAI,EPG,EPIGMENIO GONZALEZ FLORES,
247,CONDOMINIOS LOS VITRALES,EPG,EPIGMENIO GONZALEZ FLORES,
248,CONJUNTO BELEN,EPG,EPIGMENIO GONZALEZ FLORES,76148
249,CONJUNTO EL CARMEN,EPG,EPIGMENIO GONZALEZ FLORES,
250,CONJUNTO GEMINIS,EPG,EPIGMENIO GONZALEZ FLORES,
251,CONJUNTO HABITACION VISTA 2000,EPG,EPIGMENIO GONZALEZ FLORES,
252,CONQUISTADORES,EPG,EPIGMENIO GONZALEZ FLORES,76121
253,CONSTITUYENTES DEL PARQUE,EPG,EPIGMENIO GONZALEZ FLORES,76147
254,CUAUHTEMOC,EPG,EPIGMENIO GONZALEZ FLORES,76147
255,DA ROSA,EPG,EPIGMENIO GONZALEZ FLORES,
256,DEL BOSQUE,EPG,EPIGMENIO GONZALEZ FLORES,
257,DES. SAN PABLO COMEVI I,EPG,EPIGMENIO GONZALEZ FLORES,76125
258,DES. SAN PABLO COMEVI II,EPG,EPIGMENIO GONZALEZ FLORES,76125
259,DES. SAN PABLO FOVISTE II,EPG,EPIGMENIO GONZALEZ FLORES,76125
260,DES. SAN PABLO INFONAVIT I,EPG,EPIGMENIO GONZALEZ FLORES,76125
261,DES. SAN PABLO INFONAVIT II,EPG,EPIGMENIO GONZALEZ FLORES,76125
262,DES. SAN PABLO INFONAVIT III,EPG,EPIGMENIO GONZALEZ FLORES,76125
263,DES. SAN PABLO INFONAVIT IV,EPG,EPIGMENIO GONZALEZ FLORES,76125
264,DESARROLLO CENTRO NORTE,EPG,EPIGMENIO GONZALEZ FLORES,
265,DESARROLLO HABITACIONAL SAN PABLO,EPG,EPIGMENIO GONZALEZ FLORES,
266,DESARROLLO SAN ANGEL,EPG,EPIGMENIO GONZALEZ FLORES,
267,DESARROLLO SAN ANGEL,EPG,EPIGMENIO GONZALEZ FLORES,76147
268,DESARROLLO SAN PABLO,EPG,EPIGMENIO GONZALEZ FLORES,76130
269,DESARROLLO SAN PABLO I ,EPG,EPIGMENIO GONZALEZ FLORES,
270,DESARROLLO SN PABLO II,EPG,EPIGMENIO GONZALEZ FLORES,
271,DIAMANTE,EPG,EPIGMENIO GONZALEZ FLORES,76100
272,DIANA LAURA II,EPG,EPIGMENIO GONZALEZ FLORES,76147
273,DIANA LAURA ROJAS I,EPG,EPIGMENIO GONZALEZ FLORES,76147
274,ECOLOGICAS,EPG,EPIGMENIO GONZALEZ FLORES,76148
275,EJIDO DE SAN PABLO                                ,EPG,EPIGMENIO GONZALEZ FLORES,
276,EJIDO EL SALITRE,EPG,EPIGMENIO GONZALEZ FLORES,
277,EJIDO MENCHACA                                    ,EPG,EPIGMENIO GONZALEZ FLORES,
278,EJIDO MENCHACA (LOS PINOS)                        ,EPG,EPIGMENIO GONZALEZ FLORES,
279,EJIDO SAN PABLO                                  ,EPG,EPIGMENIO GONZALEZ FLORES,
280,EJIDO SAN PABLO                                   ,EPG,EPIGMENIO GONZALEZ FLORES,
281,EJIDO SAN PABLO SECC. B,EPG,EPIGMENIO GONZALEZ FLORES,
282,EJIDO TERRAZAS DEL MIRADOR,EPG,EPIGMENIO GONZALEZ FLORES,
283,EL  LIENZO - SAN JOSE,EPG,EPIGMENIO GONZALEZ FLORES,76147
284,EL ARCANGEL  LA GUAYINA,EPG,EPIGMENIO GONZALEZ FLORES,76147
285,EL CARMEN,EPG,EPIGMENIO GONZALEZ FLORES,
286,EL CASTANO,EPG,EPIGMENIO GONZALEZ FLORES,
287,EL CASTANO I,EPG,EPIGMENIO GONZALEZ FLORES,
288,EL CASTANO II,EPG,EPIGMENIO GONZALEZ FLORES,
289,EL GRANJENAL                                      ,EPG,EPIGMENIO GONZALEZ FLORES,
290,EL MONTE                                          ,EPG,EPIGMENIO GONZALEZ FLORES,
291,EL OASIS,EPG,EPIGMENIO GONZALEZ FLORES,76024
292,EL OASIS AMPLIACION,EPG,EPIGMENIO GONZALEZ FLORES,76024
293,EL PACONAL,EPG,EPIGMENIO GONZALEZ FLORES,76147
294,EL PARQUE,EPG,EPIGMENIO GONZALEZ FLORES,76148
295,EL RANCHITO,EPG,EPIGMENIO GONZALEZ FLORES,
296,EL RESTO,EPG,EPIGMENIO GONZALEZ FLORES,76147
297,EL SALITRE,EPG,EPIGMENIO GONZALEZ FLORES,76127
298,EL TANQUE,EPG,EPIGMENIO GONZALEZ FLORES,76147
299,EL TORIL,EPG,EPIGMENIO GONZALEZ FLORES,76147
300,EL VERGEL,EPG,EPIGMENIO GONZALEZ FLORES,76148
301,ENRIQUE BURGOS,EPG,EPIGMENIO GONZALEZ FLORES,
302,EPIGMENIO GONZALEZ,EPG,EPIGMENIO GONZALEZ FLORES,
303,ESPERANZA,EPG,EPIGMENIO GONZALEZ FLORES,76121
304,EURIPIDES,EPG,EPIGMENIO GONZALEZ FLORES,76148
305,EX HACIENDA MENCHACA                              ,EPG,EPIGMENIO GONZALEZ FLORES,
306,EX HACIENDA SAN PEDRITO EL ALTO,EPG,EPIGMENIO GONZALEZ FLORES,
307,FELIPE ANGELES,EPG,EPIGMENIO GONZALEZ FLORES,76121
308,FRACC. CAMPANARIO,EPG,EPIGMENIO GONZALEZ FLORES,
309,FRACC. CARPIO,EPG,EPIGMENIO GONZALEZ FLORES,
310,FRACC. CARRETAS                          ,EPG,EPIGMENIO GONZALEZ FLORES,
311,FRACC. CEDRO,EPG,EPIGMENIO GONZALEZ FLORES,
312,FRACC. CIENEGA,EPG,EPIGMENIO GONZALEZ FLORES,
313,FRACC. CONSTITUYENTES,EPG,EPIGMENIO GONZALEZ FLORES,
314,FRACC. EL ROBLE,EPG,EPIGMENIO GONZALEZ FLORES,76147
315,FRACC. PORTAL DE SANTIAGO,EPG,EPIGMENIO GONZALEZ FLORES,76148
316,FRACC. VILLAS TLALOC,EPG,EPIGMENIO GONZALEZ FLORES,
317,FRACCIONAMIENTO ALAMEDA RESIDENCIAL,EPG,EPIGMENIO GONZALEZ FLORES,
318,FRACCIONAMIENTO ALAMOS DEL LAGO,EPG,EPIGMENIO GONZALEZ FLORES,
319,FRACCIONAMIENTO BOJAI RESIDENCIAL                 ,EPG,EPIGMENIO GONZALEZ FLORES,
320,FRACCIONAMIENTO CUESTA AZUL,EPG,EPIGMENIO GONZALEZ FLORES,76148
321,FRACCIONAMIENTO EL PARQUE,EPG,EPIGMENIO GONZALEZ FLORES,
322,FRACCIONAMIENTO EL VERGEL,EPG,EPIGMENIO GONZALEZ FLORES,
323,FRACCIONAMIENTO FUENTES DEL PARQUE,EPG,EPIGMENIO GONZALEZ FLORES,
324,FRACCIONAMIENTO MOVIMIENTO OBRERO                 ,EPG,EPIGMENIO GONZALEZ FLORES,
325,FRACCIONAMIENTO PALMARES I,EPG,EPIGMENIO GONZALEZ FLORES,
326,FRACCIONAMIENTO PUERTA DE BELEN,EPG,EPIGMENIO GONZALEZ FLORES,
327,FRACCIONAMIENTO RESIDENCIAL EL REFUGIO            ,EPG,EPIGMENIO GONZALEZ FLORES,
